state,location,mean_SQ_fg,total_DNA_ng,ratio_Fvfg_DNAng,year,pass,range,rep,cultivar,trt,product,stand_count,pl_pop_a,pl_pop_ha,wm_dx,rr_di,rr_ds,rr_dx,rdw_g,sdw_g,f_dx,yield_bua,yield_kgha,plant_date,seed_rate_a,seed_rate_ha,row_space_in,row_space_m,soil_type,sds_history,scn_history,irrigation,tillage,prev_crop,scn_count_rep
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,15,33,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.09403792,2292.82405,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,11,33,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.00261728,4035.176012,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,47.70898292,95.87907567,0.515511145,2023,13,33,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.08149292,3166.230399,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,16,34,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.73189327,3949.719822,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,17,34,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6688619,4281.730963,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,11,34,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.97738762,4167.979317,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,12,34,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.32175702,3316.888159,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,15,34,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.25234632,2706.97029,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,14,34,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.31115572,2172.925222,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,18,34,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.99234673,4034.485318,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,88.41431738,72.28312893,1.195546093,2023,13,34,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.73817157,2941.392038,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,11,35,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.06459122,4711.843759,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,15,35,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.60068697,3940.896199,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,18,35,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.12301851,5119.272994,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,17,35,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.83034755,4158.090873,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,13,35,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.33565981,3586.823122,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,12,35,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.63617064,2463.782476,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,16,35,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.42485182,3660.071285,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,LENAWEE,39.68920877,77.81147174,0.513036329,2023,14,35,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.03122465,2961.099858,5/17/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,2,27,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.37637978,4060.31154,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,7,27,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.86438228,4563.879708,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,5,27,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.13150332,3976.593598,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,3,27,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.89813208,4767.899382,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,1,27,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.86631325,4295.009566,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,6,27,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.99502923,3631.165716,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,4,27,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.54566221,4609.695783,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1074.150662,186.9836225,5.758727061,2023,1,28,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.23427454,4454.254963,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,280
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,3,28,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.06415389,4644.564349,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,8,29,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.10946857,4311.361761,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,6,28,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.32502813,3451.608142,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,4,28,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.27470959,4725.97422,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,2,28,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.38665033,4061.002235,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,5,28,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.24794984,4320.674627,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,8,28,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.78559445,4222.331227,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,1103.601831,181.0215376,6.121211425,2023,7,28,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.85764183,3487.426413,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,120
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,1,29,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.26045506,4388.765603,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,4,29,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.90985874,4163.438,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,2,29,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.34584366,4192.757986,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,7,29,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.13199808,3842.126871,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,3,29,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7500368,4556.189975,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,6,29,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.25857324,3783.38905,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,5,29,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.13927194,4447.866038,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,793.7546758,181.7506731,4.36460843,2023,1,30,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2563093,4119.4868,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,8,30,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.12648179,4178.0059,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,2,30,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.75418257,4825.468778,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,6,30,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.26381288,3918.241416,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,5,30,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.82344309,4359.376548,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,3,30,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.30600661,4526.328945,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,7,30,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.83806096,3620.6096,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,4,30,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9491331,4704.079201,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SAGINAW,1216.840798,172.1653455,7.092590314,2023,8,31,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.48190031,4000.157796,5/15/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,380
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,1,32,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.83190094,4696.195338,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,6,30,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78576493,5163.842691,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,2,31,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.56582431,2795.301685,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,3,31,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.35509449,2781.130104,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,6,31,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.12912352,4716.183557,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,5,31,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.17724785,4383.169918,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,4,31,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.287728,3381.849708,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,13.73392848,151.4560275,0.086675883,2023,1,31,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.46692123,4200.900453,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,60
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,2,32,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.91338302,4634.425008,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,5,33,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.86644647,4564.018525,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,3,32,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1237449,3976.071845,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,6,32,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.62238914,4816.60567,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,5,32,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.29430365,4861.79192,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,4,33,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.24072091,4992.688481,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,4,32,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.30617303,4593.590136,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,21.94924307,163.0193688,0.132484364,2023,6,33,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3397433,4730.347737,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,1,34,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.13696503,4245.960898,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,2,34,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.58060185,4343.045475,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,2,33,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2583654,5666.375073,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,4,34,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.41464557,5071.634915,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,5,34,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5468132,5215.023187,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,3,34,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.82834349,5032.2061,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,1,33,3,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.30975316,4661.0809,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,41.303073,176.4765929,0.231953158,2023,3,33,3,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.00441018,5044.046585,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,6,35,4,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.98995691,4370.574602,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,3,35,4,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.50727042,4539.863936,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,5,35,4,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.08735136,4511.624379,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,7,35,4,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6713938,4483.651233,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,1,35,4,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.04238042,4172.350084,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,4,35,4,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.24951669,4858.779997,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,2,35,4,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.20547732,4452.31835,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,SANILAC,19.72420721,190.7769968,0.10332646,2023,6,34,4,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.10651374,4781.913049,5/16/2023,160000,395368,15,0.381,loam,y,n,n,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,5,32,1,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65478793,4011.784488,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,8,32,1,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.95729322,4301.127969,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,8,33,1,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.88827069,4632.736204,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,9,32,1,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.07000203,4846.707637,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,6,32,1,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.06259454,4509.959483,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,9,33,1,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.74726983,4354.253896,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,7,32,1,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.89415749,4498.632091,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,241.6727661,89.23743088,2.536957862,2023,4,32,1,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.13735257,3573.48696,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,1,34,2,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2563093,4119.4868,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,5,33,2,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.92852629,4231.943393,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,7,33,2,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.27449148,4389.709552,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,4,33,2,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1285359,4178.144039,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,1,33,2,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.24705641,4051.614544,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,2,33,2,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.19281355,3577.216711,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,6,33,2,DF3191NE3,7,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.56554788,4207.533095,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,125.8658355,100.9457163,1.250381691,2023,3,33,2,DF3191NE3,8,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.74760391,3681.776363,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,7,34,3,GH2292E3,1,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.01711919,4305.151265,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,3,34,3,GH2292E3,2,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.52084282,4002.77668,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,5,34,3,P28A65E,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.54299959,4542.266723,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,8,34,3,P28A65E,4,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,2,34,3,DF3211NE3,5,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.36478786,3790.531984,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
MI,STJOSEPH,164.0436623,92.21320174,1.765256275,2023,6,34,3,DF3211NE3,6,BASE+HEADSUP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.10744261,4512.975516,5/26/2023,160000,395368,15,0.381,loam,y,n,y,y,corn,0
